id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA
4549,1729,1729,2015/2016,24,2/2/2016 0:00,1988940,9825,8466,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,30859,427438,177503,46539,38521,23688,75489,242094,36378,50047,46469,95336,160627,26552,209405,46010,279490,212470,166676,303339,23293,94267,1.75,3.75,5,1.8,3.5,4.75,1.75,3.5,4.5,1.73,3.5,5,1.76,3.72,5.39,1.8,3.2,5,NA,NA,NA,1.75,3.75,5.2,NA,NA,NA,NA,NA,NA
4561,1729,1729,2015/2016,25,2/7/2016 0:00,1988952,8455,10260,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,170323,31306,281207,30627,72541,32345,115067,94086,30613,128864,19243,182917,46820,165823,161012,693138,39618,34944,299215,41468,413557,30829,2.15,3.3,3,2.1,3.2,3.9,2.2,3.3,3.1,2.05,3.2,3.8,2.1,3.37,4.04,2.1,3.1,3.8,NA,NA,NA,2.15,3.25,4,NA,NA,NA,NA,NA,NA
4581,1729,1729,2015/2016,27,2/28/2016 0:00,1988972,10260,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,182917,465614,34944,161012,161035,46893,164676,299215,41468,303824,696365,30859,427438,177503,46539,38521,159594,75489,113836,36378,50047,31013,3,3.25,2,2.95,3.2,2.5,2.7,3.1,2.6,2.9,3.1,2.4,3.32,3.32,2.39,3.3,3.2,2.25,NA,NA,NA,3.4,3.25,2.38,NA,NA,NA,NA,NA,NA
4582,1729,1729,2015/2016,27,4/19/2016 0:00,1988973,10261,8456,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,163604,109652,277761,279489,308932,166422,38373,160243,94550,479020,46700,31432,30509,39027,156551,16351,36615,101103,33991,169200,78324,37412,6,4.5,1,5.25,4.25,1.55,5.4,3.7,1.6,6,4.33,1.57,6.29,4.44,1.57,6,3.8,1.57,NA,NA,NA,6.25,4.4,1.57,NA,NA,NA,NA,NA,NA
4594,1729,1729,2015/2016,28,3/1/2016 0:00,1988985,8472,9826,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,37233,432040,93457,24150,180330,158879,101969,109330,109058,166019,30348,36283,154271,23837,23030,146830,26160,8985,149917,198510,169721,160194,2.5,3.3,3,2.45,3.2,3,2.5,3.3,2.65,2.45,3.2,3.2,2.48,3.36,3.13,2.5,3.1,3,NA,NA,NA,2.5,3.3,3.13,NA,NA,NA,NA,NA,NA
4609,1729,1729,2015/2016,3,8/24/2015 0:00,1988730,9825,8650,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30859,427438,425255,177503,38521,159594,37436,75489,36378,50047,46469,37868,157838,22764,114268,568571,307021,95327,38807,184536,242709,148315,1.75,4,5,1.75,3.75,5,1.8,3.5,4.2,1.75,3.75,5,1.74,4,5.12,1.73,3.5,5,NA,NA,NA,1.73,4,5.2,NA,NA,NA,NA,NA,NA
4613,1729,1729,2015/2016,3,8/22/2015 0:00,1988734,10260,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,109060,46820,165823,161012,362694,46893,30872,41468,449241,303824,30829,24229,277761,24228,30929,240236,109652,160243,479020,108038,39968,351860,1.36,5.25,10,1.36,5,9.25,1.35,4.8,7.6,1.36,5,9.5,1.39,5.15,9.62,1.36,5,8,NA,NA,NA,1.36,5,10.5,NA,NA,NA,NA,NA,NA
4642,1729,1729,2015/2016,32,4/3/2016 0:00,1989023,8197,8466,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,37770,49571,23571,38899,43061,278343,173317,319300,139671,286119,20694,95336,160627,209405,26552,46010,209384,166676,23792,303339,538112,41280,2.25,3.4,3,2.15,3.3,3.3,2.2,3.3,3.1,2.25,3.25,3.5,2.27,3.35,3.56,2.3,3.2,3.2,NA,NA,NA,2.3,3.3,3.5,NA,NA,NA,NA,NA,NA
4682,1729,1729,2015/2016,36,5/1/2016 0:00,1989063,10260,8197,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,182917,35327,165823,161012,161035,34944,39618,299215,30829,413557,696365,37770,49571,23571,38899,43061,278343,173317,319300,214570,26554,20694,2.1,3.4,3,2.1,3.4,3.6,1.9,3.45,3.8,2,3.3,3.8,2.07,3.45,4.04,2.15,3.1,3.6,NA,NA,NA,2.1,3.3,4.1,NA,NA,NA,NA,NA,NA
4692,1729,1729,2015/2016,37,5/7/2016 0:00,1989073,8197,8668,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,37770,49571,13423,23571,43061,278343,103419,319300,139671,20694,286119,186054,193859,516273,263653,24846,101192,160713,30895,215384,306913,181276,1.91,4,4,1.83,3.5,4.25,1.9,3.45,3.8,1.9,3.75,4.2,1.91,3.98,4.07,1.91,3.2,4.33,NA,NA,NA,1.87,3.9,4.2,NA,NA,NA,NA,NA,NA
4706,1729,1729,2015/2016,38,5/15/2016 0:00,1987604,10003,8456,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,73462,89185,155050,193223,259810,46008,23882,109638,38831,95955,52563,31432,26111,174321,156551,31291,33991,101103,40196,169200,643709,37412,6,4.75,1,5.75,4.5,1.48,7,4,1.45,6.5,4.33,1.53,6.46,4.79,1.52,5.5,4.33,1.53,NA,NA,NA,5.2,4.75,1.53,NA,NA,NA,NA,NA,NA
4710,1729,1729,2015/2016,4,8/29/2015 0:00,1988741,8678,8197,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,30974,35515,24625,156013,68237,46349,192780,23629,155913,22045,184321,37770,67850,38899,23571,214570,173317,103419,278343,319300,139671,286119,2.2,3.6,3,2.2,3.3,3.2,2.2,3.2,3.2,2.2,3.4,3.4,2.15,3.63,3.57,2.2,3.2,3.4,NA,NA,NA,2.15,3.5,3.6,NA,NA,NA,NA,NA,NA
4740,1729,1729,2015/2016,7,9/26/2015 0:00,1988771,8650,10252,1,3,5,7,2,4,6,8,5,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,9,11,11,1,3,3,3,3,7,7,7,10,10,10,37868,307021,22764,94043,157838,38807,95327,314605,184536,214426,51553,69650,32870,24208,33086,473853,182223,56972,179410,312765,107415,23991,1.53,4.33,7,1.53,4.2,6.5,1.5,4,6.1,1.53,4,7,1.53,4.28,7.48,1.53,3.8,7,NA,NA,NA,1.55,4.1,7.5,NA,NA,NA,NA,NA,NA
4742,1729,1729,2015/2016,7,9/26/2015 0:00,1988773,10261,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,24229,104482,277761,30929,350472,109652,160243,94550,108038,479020,351860,46518,31306,281207,23783,72541,115067,30613,150250,128864,107417,39987,6,4.2,1,5.75,3.9,1.62,5.4,3.7,1.6,6,4,1.62,5.98,4.16,1.63,6,3.6,1.62,NA,NA,NA,6,4,1.65,NA,NA,NA,NA,NA,NA
4744,1729,1729,2015/2016,7,9/26/2015 0:00,1988775,10194,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,288880,34036,119541,200962,37194,23253,39109,176300,96643,110148,33881,30974,35515,156013,24216,68237,155913,46810,23629,24381,22045,184321,2.55,3.3,3,2.5,3.3,2.75,2.5,3.2,2.75,2.5,3.3,2.88,2.47,3.46,3.06,2.5,3.1,3,NA,NA,NA,2.55,3.3,3,NA,NA,NA,NA,NA,NA
4760,1729,1729,2015/2016,9,10/17/2015 0:00,1988791,9826,8654,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,36283,26777,183519,23837,154271,198510,28901,160194,35345,26160,363340,169756,24751,109897,155782,214685,210276,37169,25496,106228,148302,192899,2,3.6,4,2,3.5,3.5,1.9,3.45,3.8,2,3.6,3.75,2.01,3.67,3.99,2.05,3.3,3.75,NA,NA,NA,2.05,3.5,4,NA,NA,NA,NA,NA,NA
4767,1729,1729,2015/2016,9,10/17/2015 0:00,1988798,9817,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30455,213809,41927,40548,417068,41365,22991,25816,72436,24915,101419,30859,427438,35606,46539,38521,159594,37436,75489,36378,50047,31013,6,4.2,1,5,4.1,1.6,5,3.9,1.6,6,4,1.62,6.29,4.31,1.59,6,3.6,1.62,NA,NA,NA,6.25,4.2,1.6,NA,NA,NA,NA,NA,NA
7447,4769,4769,2015/2016,10,10/17/2015 0:00,1989876,9853,6391,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,41097,40006,26353,41198,26162,210390,94323,40018,237631,179845,158297,311009,160220,36123,426670,25856,196186,41236,466143,303025,354491,187666,1.5,3.8,8,1.5,3.8,7,1.5,3.9,6.3,1.5,3.8,7.5,1.48,4.23,8.77,1.53,3.6,8,NA,NA,NA,1.5,4.2,8.5,NA,NA,NA,NA,NA,NA
7452,4769,4769,2015/2016,11,10/24/2015 0:00,1989881,6391,9831,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,10,10,311009,265727,179516,36123,426670,41216,303359,196186,41240,208676,466143,510569,40537,613715,26155,306128,574633,210128,470539,500939,26163,239259,3.4,3.3,2,3.7,3.3,2.15,3.2,3.2,2.2,3.5,3.25,2.1,3.84,3.37,2.14,3.5,3.1,2.2,NA,NA,NA,3.7,3.3,2.2,NA,NA,NA,NA,NA,NA
7456,4769,4769,2015/2016,11,10/24/2015 0:00,1989885,10249,7794,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,33109,229855,26138,26399,244558,157560,210142,202633,155623,287245,41124,11316,46244,33812,156716,26118,46243,602211,352888,40758,42693,131991,1.95,3.3,4,1.95,3.2,4.1,1.9,3.35,3.9,1.85,3.25,4.33,1.96,3.41,4.51,2,3.1,4.2,NA,NA,NA,1.95,3.3,4.75,NA,NA,NA,NA,NA,NA
7460,4769,4769,2015/2016,12,10/31/2015 0:00,1989889,6391,9827,1,2,4,6,8,3,5,7,5,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,7,7,7,7,10,10,311009,265727,179516,36123,426670,41216,303359,196186,466143,187666,41240,26168,504033,179393,352833,198277,30907,41174,292772,166019,94010,297579,4.2,3.4,1,4,3.25,1.95,3.9,3.35,1.9,4.33,3.4,1.85,4.47,3.52,1.93,4.2,3.25,1.95,NA,NA,NA,4.6,3.4,1.95,NA,NA,NA,NA,NA,NA
7503,4769,4769,2015/2016,16,12/1/2015 0:00,1989932,8689,9831,1,2,4,6,8,2,4,6,8,4,6,1,3,5,7,2,4,6,8,5,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,9,11,11,210114,158845,93457,143750,188467,5610,543358,210115,352994,210146,131995,510569,93485,39965,173952,306128,210128,432447,169015,500939,536526,560900,2.25,3.3,3,2.3,3.3,3,2.2,3.1,3.3,2.15,3.3,3.3,2.24,3.48,3.49,2.25,3.2,3.3,NA,NA,NA,2.25,3.4,3.5,NA,NA,NA,NA,NA,NA
7530,4769,4769,2015/2016,19,12/20/2015 0:00,1989959,9827,8592,1,2,4,6,8,3,5,7,3,5,7,1,4,6,8,2,6,3,5,7,4,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,8,8,8,6,11,26168,292772,612747,466308,161396,30907,41093,94010,684978,519575,166019,31293,149962,31300,280965,299984,23988,278341,199834,167027,31037,248689,2.8,3.2,2,2.75,3.1,2.75,2.9,3.15,2.4,2.75,3.1,2.62,2.88,3.27,2.68,2.8,3,2.7,NA,NA,NA,2.8,3.25,2.75,NA,NA,NA,NA,NA,NA
7532,4769,4769,2015/2016,19,12/20/2015 0:00,1989961,6391,9748,1,2,4,6,8,3,5,7,5,4,6,1,1,3,7,9,5,3,5,7,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,3,7,7,7,10,10,311009,265727,25856,36123,409193,41216,41236,303359,466143,208676,187666,167035,38994,93488,93985,41360,182923,38802,473852,182925,426880,71602,3.25,3.3,2,3.25,3.25,2.3,3.2,3.2,2.2,3.1,3.25,2.3,3.24,3.35,2.39,3.2,3.2,2.3,NA,NA,NA,3.4,3.3,2.38,NA,NA,NA,NA,NA,NA
7538,4769,4769,2015/2016,19,12/19/2015 0:00,1989967,10242,9829,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,602493,26354,154228,148314,243248,19297,466430,33116,38435,423190,465924,291643,359188,30911,450002,108075,39990,37549,361790,468931,38336,150297,4.2,3.5,1,4.1,3.4,1.95,4.35,3.4,1.8,4,3.5,1.85,4.45,3.58,1.92,4.2,3.25,1.95,NA,NA,NA,4.5,3.5,1.95,NA,NA,NA,NA,NA,NA
7544,4769,4769,2015/2016,2,8/16/2015 0:00,1989793,9847,6391,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,145550,195299,80562,52133,34304,190972,26852,26419,215299,49677,589349,311009,265727,179516,426670,409193,41216,41236,303359,196186,187666,41240,1.11,10,21,1.11,10,26,1.15,7,15,1.11,8.5,23,1.13,10,27.7,1.11,8,26,NA,NA,NA,1.1,11,41,NA,NA,NA,NA,NA,NA
7546,4769,4769,2015/2016,2,8/15/2015 0:00,1989795,9851,10249,1,3,5,7,2,4,6,8,3,5,7,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10,11319,154264,191788,30457,444000,42119,179793,40683,148830,79246,304856,46705,26399,26138,559065,229855,40659,210142,202633,154233,41124,210692,2.25,3.1,3,2.25,3.2,3.2,2.1,3.15,3.45,2.25,3.1,3.5,2.27,3.17,3.73,2.3,3,3.4,NA,NA,NA,2.25,3.13,3.8,NA,NA,NA,NA,NA,NA
7562,4769,4769,2015/2016,21,1/16/2016 0:00,1989983,9827,8639,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10,26168,292772,612747,466308,161396,30907,41174,41238,297579,40707,166019,25540,165583,357881,40020,242156,611223,32575,41332,365672,213319,210406,2.4,3,3,2.4,3,3.1,2.2,3.1,3.3,2.4,2.9,3.25,2.48,3.01,3.45,2.3,3.1,3.3,NA,NA,NA,2.45,3,3.4,NA,NA,NA,NA,NA,NA
7564,4769,4769,2015/2016,21,1/16/2016 0:00,1989985,6391,9837,1,2,4,6,8,5,4,6,5,4,6,1,1,3,5,7,9,3,5,7,4,6,1,3,3,3,3,6,7,7,9,11,11,1,3,3,3,3,3,7,7,7,10,10,311009,265727,25856,36123,409193,41236,303359,196186,466143,208676,354491,103468,426892,210683,46892,26402,26264,29259,159839,94321,613714,181197,2.05,3.2,4,2.15,3.2,3.4,2,3.2,3.75,2.1,3.2,3.6,2.08,3.34,4.08,2.05,3.1,4,NA,NA,NA,2.1,3.2,4,NA,NA,NA,NA,NA,NA
7565,4769,4769,2015/2016,21,1/15/2016 0:00,1989986,9831,8121,1,2,4,6,8,3,5,7,5,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,7,7,7,10,10,10,510569,40537,93485,39965,169015,574633,210128,470539,26163,560900,239259,210387,148828,78411,93358,160222,426612,292678,93470,187669,179901,310836,2.05,3.1,4,2.15,2.95,3.7,2.2,3.1,3.3,2.05,3,4,2.11,3.21,4.25,2.15,3,3.8,NA,NA,NA,2.1,3.13,4.1,NA,NA,NA,NA,NA,NA
7583,4769,4769,2015/2016,23,1/30/2016 0:00,1990004,8689,9837,1,2,4,6,8,2,4,6,8,4,6,1,3,5,7,2,4,6,8,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,10,10,10,210114,149031,610534,143750,352994,5610,308843,46712,179415,196947,131995,103468,46448,210683,26402,426892,94321,29259,26264,46653,181197,89476,2.05,3.3,3,2.05,3.1,3.8,2,3.2,3.75,2,3.2,4,2.06,3.36,4.14,2.1,3,4,NA,NA,NA,2.05,3.3,4,NA,NA,NA,NA,NA,NA
7618,4769,4769,2015/2016,26,2/12/2016 0:00,1990139,9851,8121,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,11319,41189,154264,30457,94549,42119,148830,692984,716998,231199,79246,79248,277384,78411,93358,148828,292678,187669,426612,93470,179901,303334,1.91,3.25,4,1.95,3.2,4.4,2,3.2,3.75,1.91,3.2,4.33,1.93,3.37,4.9,1.95,3.1,4.5,NA,NA,NA,1.87,3.3,5,NA,NA,NA,NA,NA,NA
7619,4769,4769,2015/2016,27,2/20/2016 0:00,1990140,8121,10249,1,2,4,6,8,5,4,6,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,10,10,10,1,3,3,3,3,6,6,8,8,8,11,79248,277384,78411,93358,148828,26327,93470,310836,179901,303334,491883,215307,157560,26138,26399,244558,93984,202633,41124,155623,210692,134221,2.9,3,2,2.8,2.9,2.7,2.7,3,2.7,2.9,2.9,2.62,2.99,3.03,2.77,2.9,2.9,2.7,NA,NA,NA,3,2.9,2.75,NA,NA,NA,NA,NA,NA
7622,4769,4769,2015/2016,27,2/20/2016 0:00,1990143,8689,9747,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,210114,158845,199810,143750,352994,423190,543358,179828,179415,131995,196947,120598,26256,89475,466294,46645,168342,103869,41364,230900,26330,26374,2.2,3.1,3,2.2,3.2,3.3,2.2,3.1,3.3,2.2,3.1,3.5,2.17,3.28,3.86,2.25,3.1,3.4,NA,NA,NA,2.15,3.25,3.75,NA,NA,NA,NA,NA,NA
7628,4769,4769,2015/2016,27,2/20/2016 0:00,1990149,9941,6391,1,2,4,8,6,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,698273,292978,435214,195706,466357,605848,279879,21414,210184,642618,169865,311009,160220,179516,265727,409193,311003,41216,196186,303025,108525,187666,1.8,3.3,4,1.85,3.3,4.4,2,3.2,3.75,1.75,3.3,5,1.85,3.58,4.88,1.8,3.4,4.75,NA,NA,NA,1.8,3.5,5,NA,NA,NA,NA,NA,NA
7640,4769,4769,2015/2016,29,3/5/2016 0:00,1990011,9827,6391,1,2,4,6,8,3,5,7,5,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,7,7,7,10,10,10,602493,612747,214452,179393,161396,41174,41093,562688,26144,40707,297579,311009,160220,25856,265727,409193,41216,466143,196186,303025,354491,108525,1.67,3.75,5,1.7,3.6,5,1.7,3.5,4.85,1.7,3.5,5.25,1.71,3.75,5.76,1.75,3.5,5,NA,NA,NA,1.7,3.6,5.75,NA,NA,NA,NA,NA,NA
7693,4769,4769,2015/2016,33,4/8/2016 0:00,1990054,10249,9748,1,2,4,6,8,3,5,7,5,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,7,7,7,10,10,10,46705,157560,26138,26399,244558,355901,93984,210142,155623,134221,503149,167035,40730,93985,210117,41360,210119,182923,282472,210120,169193,426880,3.5,3.4,2,3.25,3.2,2.2,3.75,3.2,2,3.3,3.3,2.15,3.51,3.42,2.23,3.3,3.4,2.15,NA,NA,NA,3.4,3.4,2.2,NA,NA,NA,NA,NA,NA
7697,4769,4769,2015/2016,33,4/9/2016 0:00,1990058,9837,9830,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,46704,424918,210683,46892,26264,29259,426892,46653,94321,181197,254702,263511,467689,52265,26171,536584,38253,348408,317062,562697,37756,211089,2.4,3,3,2.4,3.1,3,2.3,3.1,3.1,2.4,3,3.1,2.52,3.12,3.25,2.5,2.9,3.2,NA,NA,NA,2.5,3,3.3,NA,NA,NA,NA,NA,NA
7698,4769,4769,2015/2016,33,4/9/2016 0:00,1990059,9941,7794,1,2,4,6,8,4,6,5,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,10,10,10,1,3,3,3,3,7,7,7,7,10,10,698273,303360,696443,466357,195706,166020,605848,26326,188413,210184,169865,11316,407765,26216,156716,42693,602211,143757,46243,40758,564856,131991,1.75,3.6,4,1.75,3.5,4.75,1.75,3.4,4.65,1.75,3.4,5,1.8,3.53,5.39,1.8,3.4,4.75,NA,NA,NA,1.8,3.4,5.25,NA,NA,NA,NA,NA,NA
7700,4769,4769,2015/2016,34,4/16/2016 0:00,1990061,10242,9837,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10,94324,634113,39303,154228,243248,466430,19297,26420,33116,363359,38435,46704,424918,210683,46892,26264,46653,29259,94321,256727,254702,181197,5,4,1,4.5,4,1.67,4.35,3.4,1.8,4.5,3.8,1.7,5.45,4.16,1.66,5,3.8,1.67,NA,NA,NA,5.2,4.1,1.67,NA,NA,NA,NA,NA,NA
7702,4769,4769,2015/2016,34,4/16/2016 0:00,1990063,8689,9941,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,210114,149031,199810,143750,352994,420867,308843,543358,179415,210146,131995,698273,303360,103470,466357,195706,26326,605848,166020,188413,210184,169865,2.8,3.4,2,2.7,3.3,2.5,2.8,3.1,2.5,2.8,3.2,2.5,2.97,3.29,2.61,2.75,3.2,2.6,NA,NA,NA,2.63,3.2,2.6,NA,NA,NA,NA,NA,NA
7710,4769,4769,2015/2016,35,4/24/2016 0:00,1990071,9747,7819,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,120598,40007,277412,46338,26256,693171,103869,37986,41364,26330,606491,26167,210126,33451,303345,11324,208984,215766,46757,94307,183530,145061,1.95,3.3,4,1.9,3.25,4.25,1.9,3.2,4.2,1.91,3.3,4.2,1.98,3.45,4.32,1.95,3.25,4.2,NA,NA,NA,1.95,3.5,4.1,NA,NA,NA,NA,NA,NA
7724,4769,4769,2015/2016,36,4/30/2016 0:00,1990085,9830,9831,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,4,6,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,7,7,9,11,11,40714,467689,303155,52265,536584,348408,38253,169217,562697,317062,279172,510569,93485,39965,420731,40537,210128,574633,427855,470539,239259,26163,3,3.2,2,2.95,3.25,2.5,3.1,3.1,2.3,2.9,3.1,2.4,3.07,3.3,2.52,2.9,3.1,2.5,NA,NA,NA,3,3.25,2.5,NA,NA,NA,NA,NA,NA
7746,4769,4769,2015/2016,38,5/14/2016 0:00,1990107,7819,9827,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,26167,210126,352943,46726,94307,11324,145061,208984,46757,215766,183530,529324,612747,214452,198277,161396,30907,179393,562688,535603,40707,297579,2.38,3.5,2,2.3,3.2,3.1,2.3,3.2,3,2.3,3.4,3,2.37,3.57,3.09,2.2,3.5,3.1,NA,NA,NA,2.38,3.5,3,NA,NA,NA,NA,NA,NA
7752,4769,4769,2015/2016,4,8/28/2015 0:00,1989811,9747,8592,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,120598,26256,277412,46338,11329,606491,37986,103869,230900,26330,109280,31293,299984,149962,282286,280965,167027,23988,421786,210398,248689,199834,4,3.3,2,3.6,3.3,2.05,3.75,3.2,2,3.75,3.3,2.05,4.25,3.34,2.06,3.8,3.25,2.05,NA,NA,NA,4.3,3.3,2.05,NA,NA,NA,NA,NA,NA
